date,close
2019/11/15,3.7136
2019/11/18,3.7399
2019/11/19,3.7776
2019/11/20,3.739
2019/11/21,3.7202
2019/11/22,3.6806
2019/11/25,3.707
2019/11/26,3.7126
2019/11/27,3.707
2019/11/28,3.7013
2019/11/29,3.6608
2019/12/2,3.6684
2019/12/3,3.6834
2019/12/4,3.6853
2019/12/5,3.7126
2019/12/6,3.7352
2019/12/9,3.723
2019/12/10,3.7258
2019/12/11,3.7315
2019/12/12,3.721
2019/12/13,3.7965
2019/12/16,3.808
2019/12/17,3.8673
2019/12/18,3.853
2019/12/19,3.8463
2019/12/20,3.8425
2019/12/23,3.7927
2019/12/24,3.8128
2019/12/25,3.8195
2019/12/26,3.8473
2019/12/27,3.8434
2019/12/30,3.8989
2019/12/31,3.919
2020/1/2,3.9697
2020/1/3,3.9602
2020/1/6,3.9448
2020/1/7,3.9755
2020/1/8,3.9362
2020/1/9,3.9783
2020/1/10,3.9774
2020/1/13,4.0204
2020/1/14,4.0032
2020/1/15,3.9726
2020/1/16,3.9669
2020/1/17,3.9716
2020/1/20,4.0003
2020/1/21,3.9276
2020/1/22,3.941
2020/1/23,3.8233
2020/2/3,3.5009
2020/2/4,3.6071
2020/2/5,3.6425
2020/2/6,3.7286
2020/2/7,3.72
2020/2/10,3.7324
2020/2/11,3.7726
2020/2/12,3.7994
2020/2/13,3.7793
2020/2/14,3.8052
2020/2/17,3.8884
2020/2/18,3.8645
2020/2/19,3.8654
2020/2/20,3.9525
2020/2/21,3.9659
2020/2/24,3.9343
2020/2/25,3.9267
2020/2/26,3.8941
2020/2/27,3.8951
2020/2/28,3.7631
2020/3/2,3.8999
2020/3/3,3.897
2020/3/4,3.9248
2020/3/5,4.0185
2020/3/6,3.9429
2020/3/9,3.8176
2020/3/10,3.9018
2020/3/11,3.8377
2020/3/12,3.7774
2020/3/13,3.721
2020/3/16,3.565
2020/3/17,3.5334
2020/3/18,3.4741
2020/3/19,3.4406
2020/3/20,3.4865
2020/3/23,3.3736
2020/3/24,3.455
2020/3/25,3.5459
2020/3/26,3.5239
2020/3/27,3.5401
2020/3/30,3.5076
2020/3/31,3.5105
2020/4/1,3.5143
2020/4/2,3.5621
2020/4/3,3.5373
2020/4/7,3.6167
2020/4/8,3.6023
2020/4/9,3.6128
2020/4/10,3.6014
2020/4/13,3.5813
2020/4/14,3.6406
2020/4/15,3.6195
2020/4/16,3.6215
2020/4/17,3.654
2020/4/20,3.6693
2020/4/21,3.631
2020/4/22,3.6635
2020/4/23,3.6569
2020/4/24,3.6262
2020/4/27,3.6425
2020/4/28,3.6655
2020/4/29,3.6846
2020/4/30,3.7391
2020/5/6,3.7487
2020/5/7,3.742
2020/5/8,3.7822
2020/5/11,3.7755
2020/5/12,3.7745
2020/5/13,3.7831
2020/5/14,3.7516
2020/5/15,3.7334
2020/5/18,3.7449
2020/5/19,3.7726
2020/5/20,3.7573
2020/5/21,3.7324
2020/5/22,3.6502
2020/5/25,3.6521
2020/5/26,3.6961
2020/5/27,3.6789
2020/5/28,3.6836
2020/5/29,3.699
2020/6/1,3.7965
2020/6/2,3.8071
2020/6/3,3.8061
2020/6/4,3.808
2020/6/5,3.83
2020/6/8,3.8482
2020/6/9,3.874
2020/6/10,3.8654
2020/6/11,3.83
2020/6/12,3.8396
2020/6/15,3.7851
2020/6/16,3.8444
2020/6/17,3.8482
2020/6/18,3.8779
2020/6/19,3.9276
2020/6/22,3.9315
2020/6/23,3.9496
2020/6/24,3.9841
2020/6/29,3.9496
2020/6/30,3.9975
2020/7/1,4.0874
2020/7/2,4.1812
2020/7/3,4.2644
2020/7/6,4.5773
2020/7/7,4.5314
2020/7/8,4.5907
2020/7/9,4.6615
2020/7/10,4.5782
2020/7/13,4.6739
2020/7/14,4.6328
2020/7/15,4.5773
2020/7/16,4.3591
2020/7/17,4.406
2020/7/20,4.5227
2020/7/21,4.5342
2020/7/22,4.5849
2020/7/23,4.5601
2020/7/24,4.3572
2020/7/27,4.384
2020/7/28,4.4175
2020/7/29,4.5438
2020/7/30,4.5103
2020/7/31,4.5448
2020/8/3,4.6165
2020/8/4,4.6203
2020/8/5,4.6223
2020/8/6,4.605
2020/8/7,4.5591
2020/8/10,4.5744
2020/8/11,4.5294
2020/8/12,4.4988
2020/8/13,4.4845
2020/8/14,4.5715
2020/8/17,4.6663
2020/8/18,4.6596
2020/8/19,4.5869
2020/8/20,4.5381
2020/8/21,4.5763
2020/8/24,4.605
2020/8/25,4.6136
2020/8/26,4.5572
2020/8/27,4.5916
2020/8/28,4.7045
2020/8/31,4.6634
2020/9/1,4.6959
2020/9/2,4.6921
2020/9/3,4.673
2020/9/4,4.6203
2020/9/7,4.5275
2020/9/8,4.5505
2020/9/9,4.4443
2020/9/10,4.4481
2020/9/11,4.4826
2020/9/14,4.5084
2020/9/15,4.5419
2020/9/16,4.5151
2020/9/17,4.4873
2020/9/18,4.6031
2020/9/21,4.5505
2020/9/22,4.496
2020/9/23,4.5094
2020/9/24,4.4357
2020/9/25,4.4385
2020/9/28,4.4481
2020/9/29,4.4586
2020/9/30,4.4452
2020/10/9,4.5342
2020/10/12,4.6758
2020/10/13,4.6911
2020/10/14,4.6682
2020/10/15,4.6567
2020/10/16,4.6433
2020/10/19,4.6136
2020/10/20,4.6423
2020/10/21,4.6481
2020/10/22,4.6328
2020/10/23,4.5792
2020/10/26,4.5448
2020/10/27,4.5581
2020/10/28,4.5964
2020/10/29,4.6385
2020/10/30,4.5515
2020/11/2,4.5782
2020/11/3,4.627
2020/11/4,4.6624
2020/11/5,4.7352
2020/11/6,4.7371
2020/11/9,4.8299
2020/11/10,4.804
